c.data-structures.move-to-front-1;student1;student2;68;0.457658
c.data-structures.move-to-front-1;student2;student3;77;0.525792
c.data-structures.move-to-front-1;student4;student1;87;0.266837
c.data-structures.move-to-front-1;student5;student2;91;0.344796
c.data-structures.move-to-front-1;student4;student2;100;0.372954
c.data-structures.move-to-front-1;student1;student3;101;0.405217
c.data-structures.move-to-front-1;student1;student5;103;0.249123
c.data-structures.move-to-front-1;student5;student3;105;0.222222
c.data-structures.move-to-front-1;student2;student6;106;0.3
c.data-structures.move-to-front-1;student7;student2;107;0.310554
c.data-structures.move-to-front-1;student1;student7;108;0.336675
c.data-structures.move-to-front-1;student1;student8;108;0.336947
c.data-structures.move-to-front-1;student5;student7;108;0.241267
c.data-structures.move-to-front-1;student2;student8;108;0.319516
c.data-structures.move-to-front-1;student5;student8;109;0.22827
c.data-structures.move-to-front-1;student4;student6;112;0.254545
c.data-structures.move-to-front-1;student6;student3;112;0.286842
c.data-structures.move-to-front-1;student5;student6;113;0.294566
c.data-structures.move-to-front-1;student4;student5;113;0.274436
c.data-structures.move-to-front-1;student7;student6;116;0.292177
c.data-structures.move-to-front-1;student8;student6;117;0.294727
c.data-structures.move-to-front-1;student7;student3;120;0.33277
c.data-structures.move-to-front-1;student8;student3;121;0.334175
c.data-structures.move-to-front-1;student1;student6;122;0.258417
c.data-structures.move-to-front-1;student4;student7;123;0.288494
c.data-structures.move-to-front-1;student4;student8;124;0.287405
c.data-structures.move-to-front-1;student6;student9;125;0.203101
c.data-structures.move-to-front-1;student4;student3;125;0.274611
c.data-structures.move-to-front-1;student8;student9;130;0.242119
c.data-structures.move-to-front-1;student7;student9;131;0.239408
c.data-structures.move-to-front-1;student2;student9;136;0.173554
c.data-structures.move-to-front-1;student4;student9;137;0.187919
c.data-structures.move-to-front-1;student10;student9;138;0.296247
c.data-structures.move-to-front-1;student1;student9;139;0.170439
c.data-structures.move-to-front-1;student3;student9;145;0.176829
c.data-structures.move-to-front-1;student5;student9;149;0.131071
c.data-structures.move-to-front-1;student10;student11;159;0.230323
c.data-structures.move-to-front-1;student10;student8;159;0.240453
c.data-structures.move-to-front-1;student10;student7;160;0.240085
c.data-structures.move-to-front-1;student11;student3;165;0.207654
c.data-structures.move-to-front-1;student10;student3;168;0.288793
c.data-structures.move-to-front-1;student10;student2;169;0.242268
c.data-structures.move-to-front-1;student1;student10;169;0.233261
c.data-structures.move-to-front-1;student4;student10;169;0.252533
c.data-structures.move-to-front-1;student4;student11;170;0.209877
c.data-structures.move-to-front-1;student11;student5;172;0.193688
c.data-structures.move-to-front-1;student10;student6;175;0.17773
c.data-structures.move-to-front-1;student10;student5;176;0.178444
c.data-structures.move-to-front-1;student11;student2;176;0.220991
c.data-structures.move-to-front-1;student11;student9;177;0.237508
c.data-structures.move-to-front-1;student1;student11;177;0.264516
c.data-structures.move-to-front-1;student11;student8;180;0.228983
c.data-structures.move-to-front-1;student11;student7;181;0.227929
c.data-structures.move-to-front-1;student11;student6;193;0.234676
